,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
55,amba,ambarella,inc,engaged,development,high,definition,hd,ultra,video,compression,image,processing,computer,vision,solutions,products,used,variety,human,applications,including,security,camera,advanced,driver,assistance,adas,electronic,mirror,drive,recorder,cabin,monitoring,autonomous,driving,robotic,low,power,resolution,neural,network,processors,software,enables,cameras,extract,data,streams,provides,systems,smart,mirrors,recorders,vehicles,cvflow,architecture,supports,algorithms,stereo,obstacle,detection,terrain,mapping,technology,allows,customers,differentiate,porting,networks,based,chips,,,,,,,,,,,,,,,,,,,
56,amcx,amc,networks,inc,holding,company,conducts,operations,subsidiaries,owns,operates,entertainment,businesses,assets,two,segments,national,international,includes,activities,programming,include,distributed,united,states,canada,segment,amcni,consisting,portfolio,channels,europe,latin,america,middle,east,parts,asia,africa,ifc,films,independent,film,distribution,business,dmc,broadcast,solutions,unit,certain,third,party,various,developing,online,content,initiatives,tv,bbc,sundancetv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,ambc,ambac,financial,group,inc,services,holding,company,provides,guarantees,includes,insurance,policies,credit,derivative,contracts,guarantee,subsidiaries,including,assurance,corporation,uk,limited,protects,holder,debt,obligation,non,payment,due,include,everspan,corp,insured,principal,interest,obligations,guaranteed,also,another,subsidiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,amed,amedisys,inc,healthcare,services,company,segments,home,health,hospice,personal,care,provider,april,owned,operated,centers,states,district,columbia,segment,provides,compassionate,help,patients,recover,surgery,illness,live,chronic,diseases,prevent,avoidable,hospital,readmissions,support,dealing,terminal,heart,disease,pulmonary,alzheimer,human,immunodeficiency,virus,hiv,acquired,immuno,deficiency,syndrome,aids,assistance,essential,activities,daily,living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,amd,advanced,micro,devices,inc,global,semiconductor,company,engaged,offering,x,microprocessors,standalone,incorporated,accelerated,processing,unit,apu,chipsets,discrete,graphics,units,gpus,professional,server,embedded,processors,semi,custom,system,chip,soc,products,technology,game,consoles,segments,include,computing,segment,enterprise,primarily,includes,desktop,notebook,development,services,licensing,portions,intellectual,property,portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,amgn,amgen,inc,biotechnology,company,discovers,develops,manufactures,delivers,various,human,therapeutics,operates,segment,marketed,products,portfolio,includes,neulasta,pegfilgrastim,erythropoiesis,stimulating,agents,esas,aranesp,darbepoetin,alfa,epogen,epoetin,sensipar,mimpara,cinacalcet,xgeva,denosumab,prolia,neupogen,filgrastim,kyprolis,carfilzomib,vectibix,panitumumab,nplate,romiplostim,repatha,evolocumab,blincyto,blinatumomab,imlygic,talimogene,laherparepvec,corlanor,ivabradine,focuses,treatment,serious,illness,areas,oncology,hematology,cardiovascular,disease,neuroscience,product,candidates,phase,iii,include,erenumab,episodic,migraine,myelodysplastic,syndromes,acute,lymphoblastic,leukemia,metastatic,melanoma,,,,,,,,,,,,,,
61,amnb,american,national,bankshares,inc,one,bank,holding,company,trust,banking,subsidiary,operates,two,segments,community,investment,services,segment,involves,making,loans,generating,deposits,individuals,businesses,assets,liabilities,allocated,income,securities,also,loan,fee,service,charges,deposit,accounts,non,fees,automated,teller,machine,insurance,commissions,generate,additional,include,estate,planning,account,administration,management,retail,brokerage,division,receives,administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,amkr,amkor,technology,inc,provider,outsourced,semiconductor,packaging,test,services,company,designed,meet,application,chip,specific,requirements,including,type,interconnect,size,thickness,electrical,mechanical,thermal,performance,provides,wafer,bump,probe,backgrind,package,design,system,level,final,drop,shipment,integrated,device,manufacturers,idms,fabless,companies,contract,foundries,manufacture,semiconductors,facilities,offers,range,advanced,mainstream,packages,include,leadframe,substrate,based,wirebond,micro,electro,systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,amph,amphastar,pharmaceuticals,inc,specialty,pharmaceutical,company,focuses,primarily,developing,manufacturing,marketing,selling,generic,injectable,inhalation,intranasal,products,two,segments,finished,active,ingredients,api,segment,manufactures,markets,distributes,enoxaparin,cortrosyn,amphadase,naloxone,lidocaine,jelly,well,various,critical,non,care,drugs,recombinant,human,insulin,porcine,also,sells,december,manufactured,sold,developed,portfolio,abbreviated,new,drug,applications,andas,three,biosimilar,product,candidates,six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,amrs,amyris,inc,integrated,industrial,biotechnology,company,engaged,research,development,sales,fuels,farnesene,derived,products,applying,synthetic,biology,platform,engineer,manufacture,sell,range,consumer,markets,including,performance,chemicals,solvents,lubricants,flavors,fragrances,f,amp,cosmetics,ingredients,pharmaceuticals,nutraceuticals,intends,apply,technology,pharmaceutical,applies,bioscience,solutions,convert,plant,sugars,hydrocarbon,molecules,produce,specialty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,amrn,amarin,corporation,plc,biopharmaceutical,company,operations,lipid,science,focused,commercialization,development,therapeutics,cardiovascular,health,operates,vascepa,segment,lead,product,icosapent,ethyl,capsule,approved,united,states,food,drug,administration,fda,use,adjunct,diet,reduce,triglyceride,levels,adult,patients,severe,hypertriglyceridemia,indication,known,marine,based,primarily,results,study,patient,population,sells,principally,wholesalers,well,selected,regional,specialty,pharmacy,providers,collectively,distributors,turn,resell,retail,pharmacies,resale,healthcare,,,,,,,,,,,,,,,,,,,,,,,,,
66,amsc,american,superconductor,corporation,provider,megawatt,scale,solutions,company,operates,two,segments,wind,grid,windtec,brand,business,segment,enables,manufacturers,field,turbines,gridtec,electric,utilities,renewable,energy,project,developers,connect,transmit,distribute,power,supplies,electronics,control,systems,licenses,engineered,turbine,designs,provides,customer,support,services,range,software,based,transmission,planning,enable,identify,congestion,risks,also,sells,interconnection,farms,solar,plants,quality,distribution,cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,amsf,amerisafe,inc,insurance,holding,company,engaged,providing,workers,compensation,focused,small,mid,sized,employers,hazardous,industries,principally,construction,trucking,logging,lumber,manufacturing,agriculture,underwriting,exposures,inherent,provides,coverage,state,federal,laws,policies,provide,benefits,injured,employees,temporary,permanent,disability,death,medical,hospital,expenses,safety,services,workplaces,component,process,utilizes,claims,management,practices,addition,voluntary,business,underwrites,assigned,assumes,reinsurance,premiums,mandatory,pooling,arrangements,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,amswa,american,software,inc,develops,markets,supports,portfolio,services,delivers,enterprise,management,supply,chain,retail,planning,solutions,marketplace,company,operates,three,business,segments,scm,resource,erp,information,technology,consulting,segment,consists,logility,subsidiary,demand,dmi,provide,trading,partners,consist,provides,manufacturers,distributors,new,generation,computing,ngc,industry,specific,retailers,apparel,footwear,sewn,products,furniture,industries,proven,method,staffing,firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,amtx,aemetis,inc,international,renewable,fuels,biochemicals,company,focused,production,chemicals,acquisition,development,commercialization,technologies,replace,traditional,petroleum,based,products,conversion,first,generation,ethanol,biodiesel,plants,biorefineries,segments,include,north,america,india,segment,includes,approximately,million,gallon,per,year,capacity,manufacturing,plant,keyes,california,technology,lab,college,park,maryland,kakinada,administrative,offices,hyderabad,holding,companies,nevada,mauritius,produces,denatured,wet,distillers,grains,corn,oil,condensed,solubles,refined,glycerin,,,,,,,,,,,,,,,,,,,,,,,
70,amzn,amazon,com,inc,offers,range,products,services,websites,company,include,merchandise,content,purchases,resale,vendors,offered,third,party,sellers,also,manufactures,sells,electronic,devices,operates,three,segments,north,america,international,web,aws,analytics,athena,cloudsearch,emr,elasticsearch,service,kinesis,managed,streaming,apache,kafka,redshift,quicksight,data,pipeline,glue,lake,formation,solutions,machine,learning,lakes,internet,things,serverless,computing,containers,enterprise,applications,storage,addition,provides,advertising,prime,membership,program,includes,free,shipping,access,various,movies,television,tv,episodes,,,,,,,,,,,,,
71,anat,american,national,insurance,company,engaged,life,annuities,property,casualty,also,offers,limited,health,family,companies,includes,six,eight,various,non,subsidiaries,business,segments,include,products,whole,term,universal,variable,credit,annuity,including,deferred,single,premium,immediate,medicare,supplement,supplemental,stop,loss,disability,medical,expense,personal,lines,commercial,related,corporate,consists,invested,assets,used,support,activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,amwd,american,woodmark,corporation,manufactures,distributes,kitchen,cabinets,vanities,remodeling,new,home,construction,markets,company,offers,framed,stock,approximately,different,cabinet,lines,ranging,price,relatively,inexpensive,medium,priced,styles,vary,design,color,natural,wood,finishes,low,pressure,laminate,surfaces,product,offering,includes,door,designs,colors,consist,interiors,varying,dimensions,options,maple,oak,cherry,hickory,front,frame,drawer,products,sold,brand,names,simply,timberlake,shenandoah,cabinetry,value,series,waypoint,living,spaces,primary,raw,materials,used,include,hard,soft,lumber,plywood,,,,,,,,,,,,
73,ango,angiodynamics,inc,designs,manufactures,sells,range,medical,surgical,diagnostic,devices,used,professional,healthcare,providers,vascular,access,treatment,peripheral,disease,use,oncology,settings,company,minimally,invasive,image,guided,procedures,offers,products,within,three,product,groupings,interventions,amp,therapies,include,venous,thrombus,management,well,core,bioflo,incorporate,endexo,technology,manufacturing,design,offerings,microwave,ablation,radiofrequency,rfa,nanoknife,lines,subsidiary,eximo,ltd,operates,nanometers,nm,wavelength,laser,platform,,,,,,,,,,,,,,,,,,,,,,,,,
74,angi,homeservices,inc,focused,creating,digital,marketplace,home,services,connecting,homeowners,across,globe,service,professionals,company,operates,brands,including,angie,list,homeadvisor,homestars,instapro,mybuilder,myhammer,travaux,werkspot,brand,portfolio,provides,tools,resources,repair,maintenance,improvement,projects,america,online,review,platform,ranging,auto,health,care,operator,renovators,repairmen,retailers,throughout,canada,italy,network,renovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ande,andersons,inc,diversified,company,conducts,business,across,north,america,grain,ethanol,plant,nutrient,rail,sectors,also,produces,turf,cob,products,operates,segments,including,elevators,various,states,united,corn,belt,group,ownership,interests,four,limited,liability,companies,llcs,manufacturer,distributor,retailer,agricultural,related,nutrients,corncob,based,pelleted,lime,gypsum,florida,puerto,rico,leases,repairs,sells,types,railcars,locomotives,barges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,anss,ansys,inc,develops,markets,engineering,simulation,software,services,used,engineers,designers,researchers,students,across,range,industries,academia,including,aerospace,defense,automotive,industrial,equipment,electronics,biomedical,energy,materials,chemical,processing,semiconductors,company,focuses,development,open,flexible,solutions,enable,users,analyze,designs,directly,desktop,providing,common,platform,product,design,concept,final,stage,testing,validation,distributes,suite,technologies,network,independent,resellers,distributors,direct,sales,offices,various,locations,portfolio,consists,workbench,structures,fluids,multiphysics,aim,embedded,systems,three,dimensional,modeling,academic,,,,,,,,,,,,,
77,anip,ani,pharmaceuticals,inc,integrated,specialty,pharmaceutical,company,engaged,developing,manufacturing,marketing,branded,generic,prescription,focuses,areas,including,controlled,substances,anti,cancer,oncolytics,hormones,steroids,complex,formulations,also,performs,contract,companies,products,include,erythromycin,ethylsuccinate,esterified,estrogen,methyltestosterone,eemt,etodolac,fenofibrate,flecainide,fluvoxamine,hydrocortisone,enema,methazolamide,metoclopramide,syrup,nilutamide,nimodipine,opium,tincture,oxycodone,capsules,oral,solution,propafenone,vancomycin,cortenema,inderal,la,lithobid,reglan,vancocin,facilities,located,baudette,minnesota,,,,,,,,,,,,,,,,,,,,,,,
78,apdn,applied,dna,sciences,inc,engaged,creating,security,solutions,addressing,challenges,modern,commerce,company,also,large,scale,production,specific,deoxyribonucleic,acid,sequences,using,polymerase,chain,reaction,pcr,principal,technology,platform,includes,signature,fibertyping,dnanet,digitaldna,signify,beacon,portable,reader,provides,definitive,real,time,authentication,field,becomes,solution,supply,integrity,ingredient,core,forensic,power,protection,range,applications,tagging,system,specifically,designed,textiles,apparel,marker,used,definitively,link,evidence,offenders,crime,scenes,help,return,stolen,lost,property,rightful,owner,,,,,,,,,,,,,,
